종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"362990","드림인사이트","KOSDAQ","일반서비스","1378","-75","-5.16","23151190972"
"016670","디모아","KOSDAQ","유통","3400","-220","-6.08","34660395600"
"187870","디바이스","KOSDAQ","기계·장비","25950","1000","4.01","357333057000"
"489730","디비금융제13호스팩","KOSDAQ","금융","2025","5","0.25","12822300000"
"0004Y0","디비금융제14호스팩","KOSDAQ","금융","2005","0","0.00","10656575000"
"110990","디아이티","KOSDAQ","기계·장비","21300","-1400","-6.17","402570000000"
"263690","디알젬","KOSDAQ","의료·정밀기기","5080","-10","-0.20","57534098800"
"214680","디알텍","KOSDAQ","의료·정밀기기","1419","-53","-3.60","118453942464"
"347850","디앤디파마텍","KOSDAQ","일반서비스","94600","-12900","-12.00","4143872306200"
"263720","디앤씨미디어","KOSDAQ","오락·문화","9340","-270","-2.81","115933599940"
"376300","디어유","KOSDAQ","IT 서비스","24650","-350","-1.40","585151707900"
"104040","디에스엠","KOSDAQ","운송장비·부품","2320","-115","-4.72","62207470800"
"109740","디에스케이","KOSDAQ","기계·장비","4955","390","8.54","127394982450"
"031860","디에이치엑스컴퍼니","KOSDAQ","유통","693","0","0.00","18714758139"
"196490","디에이테크놀로지","KOSDAQ","기계·장비","6090","0","0.00","69131518050"
"066900","디에이피","KOSDAQ","전기·전자","1880","69","3.81","42759665640"
"092070","디엔에프","KOSDAQ","화학","19100","-660","-3.34","221022487800"
"039840","디오","KOSDAQ","의료·정밀기기","14880","-610","-3.94","199627520640"
"219550","디와이디","KOSDAQ","유통","1598","-35","-2.14","61799863088"
"310870","디와이씨","KOSDAQ","운송장비·부품","1489","-89","-5.64","30803346519"
"104460","디와이피엔에프","KOSDAQ","기계·장비","10350","190","1.87","108862345350"
"113810","디젠스","KOSDAQ","운송장비·부품","600","-22","-3.54","19576830600"
"043360","디지아이","KOSDAQ","전기·전자","3225","-55","-1.68","29025000000"
"197140","디지캡","KOSDAQ","IT 서비스","1775","-30","-1.66","23098348350"
"068930","디지털대성","KOSDAQ","일반서비스","7930","-120","-1.49","219465462060"
"033130","디지틀조선","KOSDAQ","IT 서비스","1957","7","0.36","72634577519"
"105740","디케이락","KOSDAQ","기계·장비","7480","-300","-3.86","76060477240"
"263020","디케이앤디","KOSDAQ","화학","3220","-55","-1.68","44552390120"
"290550","디케이티","KOSDAQ","전기·전자","24850","-350","-1.39","497030565500"
"066670","디티씨","KOSDAQ","부동산","2620","-30","-1.13","48972825160"
"187220","디티앤씨","KOSDAQ","일반서비스","2800","-70","-2.44","32269812400"
"383930","디티앤씨알오","KOSDAQ","일반서비스","3120","-130","-4.00","39886479360"
"131180","딜리","KOSDAQ","전기·전자","4400","40","0.92","25828000000"
"315640","딥노이드","KOSDAQ","IT 서비스","2830","-40","-1.39","83123416560"
"900110","딥커머스","KOSDAQ","금융","713","0","0.00","26291693185"
"317120","라닉스","KOSDAQ","전기·전자","2065","-120","-5.49","31511900000"
"462510","라메디텍","KOSDAQ","의료·정밀기기","3620","-155","-4.11","31866733300"
"232680","라온로보틱스","KOSDAQ","기계·장비","19530","-2070","-9.58","256154483970"
"042510","라온시큐어","KOSDAQ","IT 서비스","10400","-530","-4.85","115500611200"
"418420","라온텍","KOSDAQ","전기·전자","7020","-1820","-20.59","215520549660"
"300120","라온피플","KOSDAQ","IT 서비스","650","-4","-0.61","32177610400"
"171120","라이온켐텍","KOSDAQ","화학","2160","-120","-5.26","77547801600"
"388790","라이콤","KOSDAQ","전기·전자","4735","-230","-4.63","144958047600"
"214260","라파스","KOSDAQ","화학","7070","-210","-2.88","63081813410"
"171010","램테크놀러지","KOSDAQ","화학","3490","-260","-6.93","49902644480"
"084650","랩지노믹스","KOSDAQ","일반서비스","886","-164","-15.62","65776631140"
"217500","러셀","KOSDAQ","기계·장비","2195","-100","-4.36","69827340000"
"038390","레드캡투어","KOSDAQ","일반서비스","9800","-40","-0.41","163864055600"
"294140","레몬","KOSDAQ","화학","2590","-180","-6.50","58054378620"
"443250","레뷰코퍼레이션","KOSDAQ","일반서비스","6690","-280","-4.02","74511614400"
"228670","레이","KOSDAQ","의료·정밀기기","5290","-820","-13.42","82735711090"
"228850","레이언스","KOSDAQ","의료·정밀기기","6860","-30","-0.44","113814356040"
"412350","레이저쎌","KOSDAQ","기계·장비","8700","-450","-4.92","125586953400"
"199550","레이저옵텍","KOSDAQ","의료·정밀기기","3995","-210","-4.99","59308935045"
"281740","레이크머티리얼즈","KOSDAQ","화학","18390","-700","-3.67","1208784777720"
"277810","레인보우로보틱스","KOSDAQ","기계·장비","702000","2000","0.29","13618700316000"
"215100","로보로보","KOSDAQ","전기·전자","5620","-160","-2.77","114358311480"
"090360","로보스타","KOSDAQ","기계·장비","94000","16300","20.98","916500000000"
"108490","로보티즈","KOSDAQ","기계·장비","325500","33000","11.28","4770862614000"
"900260","로스웰","KOSDAQ","금융","1634","-30","-1.80","75212539604"
"033290","로젠","KOSDAQ","유통","1703","-19","-1.10","95634180603"
"067730","로지시스","KOSDAQ","IT 서비스","2605","-95","-3.52","25200566810"
"071280","로체시스템즈","KOSDAQ","기계·장비","8100","-330","-3.91","123902484300"
"376900","로킷헬스케어","KOSDAQ","제약","54800","1100","2.05","869883637200"
"214610","롤링스톤","KOSDAQ","의료·정밀기기","2290","0","0.00","19197807380"
"328130","루닛","KOSDAQ","IT 서비스","16760","100","0.60","1246652979360"
"038060","루멘스","KOSDAQ","전기·전자","1123","-92","-7.57","54019746487"
"474170","루미르","KOSDAQ","운송장비·부품","11100","-1210","-9.83","197776425600"
"141080","리가켐바이오","KOSDAQ","일반서비스","151100","-3900","-2.52","5593634059800"
"058470","리노공업","KOSDAQ","전기·전자","97400","-1700","-1.72","7423034190000"
"016100","리더스코스메틱","KOSDAQ","종이·목재","1304","-61","-4.47","24907565776"
"012700","리드코프","KOSDAQ","유통","2980","-125","-4.03","78060658960"
"302550","리메드","KOSDAQ","의료·정밀기기","2890","-70","-2.36","89321663500"
"491000","리브스메드","KOSDAQ","의료·정밀기기","51900","-4800","-8.47","1297727892900"
"394420","리센스메디컬","KOSDAQ","의료·정밀기기","26300","-2000","-7.07","287588869400"
"073570","리튬포어스","KOSDAQ","기타제조","2650","-710","-21.13","31898919200"
"377450","리파인","KOSDAQ","IT 서비스","10020","-430","-4.11","173646600000"
"277070","린드먼아시아","KOSDAQ","금융","3885","-60","-1.52","53193420000"
"042500","링네트","KOSDAQ","IT 서비스","4390","-100","-2.23","97858122160"
"193250","링크드","KOSDAQ","전기·전자","1514","-74","-4.66","20240564562"
"474650","링크솔루션","KOSDAQ","기계·장비","46750","-3150","-6.31","268677252250"
"219420","링크제니시스","KOSDAQ","IT 서비스","4920","-80","-1.60","56429974440"
"439090","마녀공장","KOSDAQ","화학","14220","-850","-5.64","233112157200"
"195500","마니커에프앤지","KOSDAQ","음식료·담배","2150","-185","-7.92","34352700000"
"377480","마음AI","KOSDAQ","IT 서비스","13310","770","6.14","94637760250"
"305090","마이크로디지탈","KOSDAQ","의료·정밀기기","3070","-175","-5.39","57086818850"
"098120","마이크로컨텍솔","KOSDAQ","전기·전자","31000","-2350","-7.05","257695746000"
"424980","마이크로투나노","KOSDAQ","전기·전자","10610","-580","-5.18","62799422900"
"038290","마크로젠","KOSDAQ","일반서비스","12990","170","1.33","140829786000"
"477850","마키나락스","KOSDAQ","IT 서비스","37900","1900","5.28","664828156000"
"267980","매일유업","KOSDAQ","음식료·담배","34200","-100","-0.29","262096419600"
"005990","매일홀딩스","KOSDAQ","음식료·담배","12000","-480","-3.85","159579648000"
"093520","매커스","KOSDAQ","유통","22250","-800","-3.47","264815873250"
"100590","머큐리","KOSDAQ","전기·전자","6100","-420","-6.44","104551224500"
"067280","멀티캠퍼스","KOSDAQ","일반서비스","25200","-400","-1.56","149354830800"
"072870","메가스터디","KOSDAQ","오락·문화","12440","-310","-2.43","148296729960"
"215200","메가스터디교육","KOSDAQ","일반서비스","40250","150","0.37","417199944000"
"133750","메가엠디","KOSDAQ","일반서비스","1511","-28","-1.82","35368093347"
"446540","메가터치","KOSDAQ","전기·전자","7540","-980","-11.50","219256496940"
"235980","메드팩토","KOSDAQ","일반서비스","3530","-215","-5.74","120991177130"
"041920","메디아나","KOSDAQ","의료·정밀기기","17360","960","5.85","322865151280"
"014100","메디앙스","KOSDAQ","유통","1471","-59","-3.86","17357800000"
"054180","메디콕스","KOSDAQ","운송장비·부품","2295","0","0.00","12686716395"
"086900","메디톡스","KOSDAQ","제약","96400","1700","1.80","703575110800"
"078160","메디포스트","KOSDAQ","제약","12320","-680","-5.23","483000708960"
"0088D0","메리츠제1호스팩","KOSDAQ","금융","2160","10","0.47","12517200000"
"408920","메쎄이상","KOSDAQ","일반서비스","3255","35","1.09","140721641025"
"021880","메이슨캐피탈","KOSDAQ","금융","197","-28","-12.44","41800328376"
"0088M0","메쥬","KOSDAQ","의료·정밀기기","25750","-2750","-9.65","254455062500"
"140410","메지온","KOSDAQ","일반서비스","65500","-3600","-5.21","1990686938500"
"241770","메카로","KOSDAQ","전기·전자","36300","-3050","-7.75","369992832000"
"059210","메타바이오메드","KOSDAQ","제약","3840","-110","-2.78","104338348800"
"058110","멕아이씨에스","KOSDAQ","의료·정밀기기","2160","-170","-7.30","34669144800"
"072770","멤레이비티","KOSDAQ","IT 서비스","1003","-172","-14.64","41636634294"
"434480","모니터랩","KOSDAQ","IT 서비스","3260","-125","-3.69","40131578000"
"080420","모다이노칩","KOSDAQ","유통","1610","-85","-5.01","128351811420"
"417970","모델솔루션","KOSDAQ","기계·장비","16350","-130","-0.79","104586045000"
"080160","모두투어","KOSDAQ","일반서비스","9580","-170","-1.74","181062000000"
"087260","모바일어플라이언스","KOSDAQ","IT 서비스","746","-44","-5.57","24284434306"
"101330","모베이스","KOSDAQ","전기·전자","4355","-45","-1.02","100805311295"
"012860","모베이스전자","KOSDAQ","운송장비·부품","3910","15","0.39","286342816870"
"363260","모비데이즈","KOSDAQ","일반서비스","1137","-29","-2.49","36570205353"
"348030","모비릭스","KOSDAQ","IT 서비스","2415","175","7.81","23193177000"
"250060","모비스","KOSDAQ","IT 서비스","3650","-165","-4.33","117425296100"
"288980","모아데이타","KOSDAQ","IT 서비스","1213","64","5.57","44130612727"
"142760","모아라이프플러스","KOSDAQ","일반서비스","673","-25","-3.58","28378377540"
"033200","모아텍","KOSDAQ","전기·전자","3605","-210","-5.50","33182327045"
"118990","모트렉스","KOSDAQ","운송장비·부품","7520","-320","-4.08","184521029920"
"463480","모티브링크","KOSDAQ","전기·전자","6070","-230","-3.65","75209473060"
"006920","모헨즈","KOSDAQ","비금속","3290","-150","-4.36","35926800000"
"001810","무림SP","KOSDAQ","종이·목재","1296","-25","-1.89","28690200000"
"279600","미디어젠","KOSDAQ","IT 서비스","4540","-130","-2.78","21268905740"
"095500","미래나노텍","KOSDAQ","화학","8370","-240","-2.79","259553691630"
"254490","미래반도체","KOSDAQ","유통","26200","-1850","-6.60","378275600000"
"218150","미래생명자원","KOSDAQ","음식료·담배","2235","-115","-4.89","45629317470"
"100790","미래에셋벤처투자","KOSDAQ","금융","49000","-4300","-8.07","2603107066000"
"0097F0","미래에셋비전스팩10호","KOSDAQ","금융","2000","2","0.10","13000000000"
"0099W0","미래에셋비전스팩11호","KOSDAQ","금융","2005","10","0.50","14035000000"
"477380","미래에셋비전스팩4호","KOSDAQ","금융","2055","0","0.00","16645500000"
"477470","미래에셋비전스팩5호","KOSDAQ","금융","2065","-5","-0.24","11316200000"
"478440","미래에셋비전스팩6호","KOSDAQ","금융","2055","5","0.24","14241150000"
"482680","미래에셋비전스팩7호","KOSDAQ","금융","2055","0","0.00","16881825000"
"0093G0","미래에셋비전스팩8호","KOSDAQ","금융","2000","4","0.20","12800000000"
"0096D0","미래에셋비전스팩9호","KOSDAQ","금융","1998","3","0.15","10989000000"
"049950","미래컴퍼니","KOSDAQ","기계·장비","13360","-760","-5.38","117806930240"
"207760","미스터블루","KOSDAQ","IT 서비스","690","-50","-6.76","57325050270"
"059090","미코","KOSDAQ","전기·전자","20500","150","0.74","685043949000"
"201490","미투온","KOSDAQ","IT 서비스","2465","-65","-2.57","80343741650"
"475460","미트박스","KOSDAQ","IT 서비스","6910","-260","-3.63","38786002750"
"452200","민테크","KOSDAQ","의료·정밀기기","3500","-435","-11.05","84814800000"
"206640","바디텍메드","KOSDAQ","제약","10930","100","0.92","239453576530"
"035620","바른손이앤에이","KOSDAQ","오락·문화","1278","82","6.86","23783475204"
"053030","바이넥스","KOSDAQ","제약","8890","-140","-1.55","290562431320"
"301300","바이브컴퍼니","KOSDAQ","IT 서비스","1878","5","0.27","24704549136"
"064550","바이오니아","KOSDAQ","제약","8920","-300","-3.25","230227795720"
"314930","바이오다인","KOSDAQ","의료·정밀기기","10000","-480","-4.58","297641030000"
"489460","바이오비쥬","KOSDAQ","화학","6210","-240","-3.72","93425910300"
"086820","바이오솔루션","KOSDAQ","제약","7930","-120","-1.49","205577994050"
"038460","바이오스마트","KOSDAQ","전기·전자","3125","-185","-5.59","78982943750"
"251120","바이오에프디엔씨","KOSDAQ","제약","10320","-450","-4.18","89739624000"
"199730","바이오인프라","KOSDAQ","일반서비스","3460","-180","-4.95","16830709820"
"086040","바이오톡스텍","KOSDAQ","일반서비스","2630","-115","-4.19","41970189610"
"188040","바이오포트","KOSDAQ","음식료·담배","4250","-750","-15.00","19887059000"
"099430","바이오플러스","KOSDAQ","제약","5560","-220","-3.81","342722414320"
"032980","바이온","KOSDAQ","유통","604","0","0.00","18354952980"
"308080","바이젠셀","KOSDAQ","일반서비스","13590","410","3.11","278584943400"
"043150","바텍","KOSDAQ","의료·정밀기기","19200","-280","-1.44","285201715200"
"323990","박셀바이오","KOSDAQ","일반서비스","5740","-160","-2.71","133497160300"
"267790","배럴","KOSDAQ","섬유·의류","3355","45","1.36","25797631695"
"046310","백금T&A","KOSDAQ","전기·전자","2415","-20","-0.82","39651018015"
"331520","밸로프","KOSDAQ","IT 서비스","2590","-25","-0.96","26347754020"
"199480","뱅크웨어글로벌","KOSDAQ","IT 서비스","3995","-40","-0.99","40735369060"
"438700","버넥트","KOSDAQ","IT 서비스","2660","-10","-0.37","29645407400"
"066410","버킷스튜디오","KOSDAQ","통신","1153","0","0.00","159637252154"
"382900","범한퓨얼셀","KOSDAQ","전기·전자","32650","1350","4.31","286046650000"
"206400","베노티앤알","KOSDAQ","건설","1251","7","0.56","46925207658"
"019010","베뉴지","KOSDAQ","유통","5410","70","1.31","260762000000"
"177350","베셀","KOSDAQ","화학","842","-44","-4.97","16548471814"
"457600","벡트","KOSDAQ","전기·전자","1598","26","1.65","21904585000"
"424760","벨로크","KOSDAQ","IT 서비스","2700","-330","-10.89","26700726600"
"250000","보라티알","KOSDAQ","유통","6840","-250","-3.53","46175013720"
"310210","보로노이","KOSDAQ","일반서비스","287000","-1000","-0.35","5281423077000"
"006910","보성파워텍","KOSDAQ","금속","9480","-310","-3.17","465750731520"
"0010F0","보원케미칼","KOSDAQ","화학","3225","-340","-9.54","35938113225"
"226340","본느","KOSDAQ","화학","2560","435","20.47","21479639040"
"014470","부방","KOSDAQ","부동산","1323","33","2.56","79449139980"
"008470","부스타","KOSDAQ","금속","3430","-55","-1.58","28828464000"
"338220","뷰노","KOSDAQ","IT 서비스","8970","-580","-6.07","125596352310"
"100120","뷰웍스","KOSDAQ","의료·정밀기기","27900","-500","-1.76","250302366900"
"406820","뷰티스킨","KOSDAQ","화학","2630","-75","-2.77","37178092910"
"099390","브레인즈컴퍼니","KOSDAQ","IT 서비스","3805","-205","-5.11","31232516815"
"064480","브리지텍","KOSDAQ","IT 서비스","3420","-165","-4.60","40877550000"
"365900","브이씨","KOSDAQ","기타제조","2845","-30","-1.04","20797803500"
"089970","브이엠","KOSDAQ","기계·장비","58900","-2300","-3.76","1459070505500"
"251630","브이원텍","KOSDAQ","기계·장비","4980","-280","-5.32","79395572280"
"018290","브이티","KOSDAQ","화학","13310","-110","-0.82","465075863780"
"478560","블랙야크아이앤씨","KOSDAQ","섬유·의류","2880","-95","-3.19","74391258240"
"439580","블루엠텍","KOSDAQ","유통","2310","-45","-1.91","78185523570"
"033560","블루콤","KOSDAQ","전기·전자","3500","5","0.14","59850000000"
"369370","블리츠웨이엔터테인먼트","KOSDAQ","오락·문화","987","-11","-1.10","49223576157"
"126340","비나텍","KOSDAQ","전기·전자","149000","-3100","-2.04","1064385672000"
"121800","비덴트","KOSDAQ","전기·전자","3320","0","0.00","256309348520"
"082800","비보존 제약","KOSDAQ","제약","2285","-120","-4.99","138744436810"
"318410","비비씨","KOSDAQ","화학","6680","-170","-2.48","37109023240"
"419540","비스토스","KOSDAQ","의료·정밀기기","3055","-180","-5.56","14048423610"
"146320","비씨엔씨","KOSDAQ","전기·전자","14540","-50","-0.34","186081800420"
"200780","비씨월드제약","KOSDAQ","제약","3800","-130","-3.31","40529511800"
"413640","비아이매트릭스","KOSDAQ","IT 서비스","8010","390","5.12","57727589400"
"141000","비아트론","KOSDAQ","기계·장비","9490","-170","-1.76","114968597900"
"083650","비에이치아이","KOSDAQ","기계·장비","72900","-1000","-1.35","2255844937500"
"0068Y0","비엔케이제3호스팩","KOSDAQ","금융","2005","0","0.00","8641550000"
"065170","비엘팜텍","KOSDAQ","유통","1823","-242","-11.72","50886844639"
"086670","비엠티","KOSDAQ","기계·장비","14270","-320","-2.19","141642378950"
"230980","비유테크놀러지","KOSDAQ","IT 서비스","7","-4","-36.36","653243899"
"488900","비츠로넥스텍","KOSDAQ","운송장비·부품","13170","-820","-5.86","381619754310"
"082920","비츠로셀","KOSDAQ","전기·전자","52600","-200","-0.38","2384856490200"
"054220","비츠로시스","KOSDAQ","전기·전자","1816","-158","-8.00","22864558656"
"042370","비츠로테크","KOSDAQ","금융","12860","-420","-3.16","336932321500"
"050090","비케이홀딩스","KOSDAQ","일반서비스","662","-29","-4.20","13097494570"
"148780","비큐AI","KOSDAQ","IT 서비스","709","22","3.20","22295019025"
"307870","비투엔","KOSDAQ","IT 서비스","1103","69","6.67","81952111355"
"377030","비트맥스","KOSDAQ","IT 서비스","2450","95","4.03","26201182000"
"032850","비트컴퓨터","KOSDAQ","IT 서비스","4365","-140","-3.11","72560673945"
"049470","비트플래닛","KOSDAQ","IT 서비스","1997","1","0.05","47019163303"
"238200","비피도","KOSDAQ","음식료·담배","2740","15","0.55","22413200000"
"093190","빅솔론","KOSDAQ","전기·전자","7300","-280","-3.69","140444006500"
"065450","빅텍","KOSDAQ","의료·정밀기기","3830","-210","-5.20","112968925490"
"044480","빌리언스","KOSDAQ","오락·문화","1289","-15","-1.15","42860430724"
"069540","빛과전자","KOSDAQ","전기·전자","4820","-780","-13.93","471885417980"
"072950","빛샘전자","KOSDAQ","전기·전자","12030","-950","-7.32","96872898300"
"451250","삐아","KOSDAQ","화학","7190","-290","-3.88","73524055630"
"143240","사람인","KOSDAQ","IT 서비스","14880","-400","-2.62","159703037280"
"466410","사이냅소프트","KOSDAQ","IT 서비스","10070","-150","-1.47","50722821610"
"223310","사토시홀딩스","KOSDAQ","유통","7000","-450","-6.04","36432494000"
"452430","사피엔반도체","KOSDAQ","전기·전자","42000","-3000","-6.67","346727682000"
"419120","산돌","KOSDAQ","IT 서비스","3240","-50","-1.52","47687492880"
"122350","삼기","KOSDAQ","운송장비·부품","1129","-33","-2.84","43285214212"
"419050","삼기에너지솔루션즈","KOSDAQ","운송장비·부품","1594","-59","-3.57","91170806560"
"014970","삼륭물산","KOSDAQ","종이·목재","5560","-220","-3.81","82427000000"
"018310","삼목에스폼","KOSDAQ","금속","21200","50","0.24","311640000000"
"012210","삼미금속","KOSDAQ","금속","11890","620","5.50","263863022680"
"053700","삼보모터스","KOSDAQ","운송장비·부품","5650","160","2.91","143757289200"
"009620","삼보산업","KOSDAQ","금속","618","-120","-16.26","10798343664"
"023600","삼보판지","KOSDAQ","종이·목재","8960","-50","-0.55","143434368000"
"0044K0","삼성스팩10호","KOSDAQ","금융","2000","0","0.00","15040000000"
"0071M0","삼성스팩11호","KOSDAQ","금융","2015","15","0.75","11606400000"
"0096B0","삼성스팩12호","KOSDAQ","금융","2000","4","0.20","13160000000"
"0115H0","삼성스팩13호","KOSDAQ","금융","2000","3","0.15","14700000000"
"009300","삼아제약","KOSDAQ","제약","14510","-480","-3.20","92428700000"
"482630","삼양엔씨켐","KOSDAQ","화학","15760","-1270","-7.46","344959292800"
"484590","삼양컴텍","KOSDAQ","금속","8480","-710","-7.73","349464616000"
"036670","삼양케이씨아이","KOSDAQ","화학","5330","-140","-2.56","60069100000"
"361670","삼영에스앤씨","KOSDAQ","전기·전자","3000","30","1.01","17002974000"
"054540","삼영엠텍","KOSDAQ","금속","9540","-460","-4.60","124020000000"
"065570","삼영이엔씨","KOSDAQ","전기·전자","764","0","0.00","12295692232"
"014950","삼익제약","KOSDAQ","제약","6310","-430","-6.38","63147880280"
"032280","삼일","KOSDAQ","운송·창고","1296","-24","-1.82","21012812640"
"002290","삼일기업공사","KOSDAQ","건설","3645","20","0.55","45198000000"
"037460","삼지전자","KOSDAQ","전기·전자","45300","-200","-0.44","739229046600"
"032750","삼진","KOSDAQ","전기·전자","3000","-50","-1.64","27093366000"
"0013V0","삼진식품","KOSDAQ","음식료·담배","5970","-180","-2.93","59214376320"
"054090","삼진엘앤디","KOSDAQ","기타제조","956","-72","-7.00","23861025792"
"000250","삼천당제약","KOSDAQ","제약","339000","1000","0.30","7952083008000"
"024950","삼천리자전거","KOSDAQ","유통","3880","-160","-3.96","48112000000"
"038500","삼표시멘트","KOSDAQ","비금속","12360","220","1.81","1333845542160"
"437730","삼현","KOSDAQ","운송장비·부품","51100","-2300","-4.31","1620256673700"
"017480","삼현철강","KOSDAQ","금속","4855","-205","-4.05","76237530950"
"046390","삼화네트웍스","KOSDAQ","오락·문화","1721","-80","-4.44","29720246733"
"027580","상보","KOSDAQ","화학","2435","-195","-7.41","28821280925"
"038540","상상인","KOSDAQ","IT 서비스","1978","-97","-4.67","109439403114"
"091580","상신이디피","KOSDAQ","전기·전자","21000","-1350","-6.04","279892599000"
"263810","상신전자","KOSDAQ","전기·전자","2700","-50","-1.82","42997027500"
"089980","상아프론테크","KOSDAQ","화학","20450","-1150","-5.32","326975806650"
"042940","상지건설","KOSDAQ","건설","8200","20","0.24","55995438400"
"042600","새로닉스","KOSDAQ","전기·전자","18090","-210","-1.15","224742453660"
"107600","새빗켐","KOSDAQ","화학","22650","-1350","-5.63","127767608100"
"411080","샌즈랩","KOSDAQ","IT 서비스","6400","-240","-3.61","97712883200"
"252990","샘씨엔에스","KOSDAQ","전기·전자","12950","-630","-4.64","779821662550"
"378800","샤페론","KOSDAQ","제약","1224","34","2.86","56601469944"
"294630","서남","KOSDAQ","전기·전자","3450","-190","-5.22","90963800550"
"038070","서린바이오","KOSDAQ","유통","5690","-260","-4.37","52920846440"
"006730","서부T&D","KOSDAQ","일반서비스","10670","-240","-2.20","692770268410"
"079650","서산","KOSDAQ","비금속","1045","-104","-9.05","20900000000"
"100660","서암기계공업","KOSDAQ","기계·장비","3705","-85","-2.24","46683000000"
"019770","서연탑메탈","KOSDAQ","기계·장비","3730","20","0.54","43454500000"
"092190","서울바이오시스","KOSDAQ","전기·전자","11520","-510","-4.24","528403772160"
"046890","서울반도체","KOSDAQ","전기·전자","12890","-770","-5.64","751556606000"
"063170","서울옥션","KOSDAQ","유통","5630","-120","-2.09","100069123210"
"027040","서울전자통신","KOSDAQ","전기·전자","2315","-805","-25.80","32219635235"
"018680","서울제약","KOSDAQ","제약","2405","-30","-1.23","28040662195"
"036120","서울평가정보","KOSDAQ","IT 서비스","1706","-10","-0.58","59957370000"
"093920","서원인텍","KOSDAQ","전기·전자","4800","-115","-2.34","89280000000"
"189860","서전기전","KOSDAQ","전기·전자","5750","-440","-7.11","55767985000"
"178320","서진시스템","KOSDAQ","전기·전자","77600","-3200","-3.96","4937823567200"
"122690","서진오토모티브","KOSDAQ","운송장비·부품","1960","-140","-6.67","45235165360"
"140070","서플러스글로벌","KOSDAQ","유통","2010","-150","-6.94","74345880000"
"011370","서한","KOSDAQ","건설","899","-22","-2.39","90704483635"
"065710","서호전기","KOSDAQ","전기·전자","40800","-1200","-2.86","210120000000"
"035890","서희건설","KOSDAQ","건설","2280","-395","-14.77","523963281960"
"357550","석경에이티","KOSDAQ","화학","46900","-1150","-2.39","255839500000"
"003100","선광","KOSDAQ","운송·창고","20150","-750","-3.59","132990000000"
"067370","선바이오","KOSDAQ","제약","6190","-80","-1.28","75478105450"
"171090","선익시스템","KOSDAQ","기계·장비","79700","-4700","-5.57","805179292200"
"086710","선진뷰티사이언스","KOSDAQ","화학","8120","-80","-0.98","99090633600"
"014620","성광벤드","KOSDAQ","금속","30800","-1750","-5.38","817966811200"
"037350","성도이엔지","KOSDAQ","일반서비스","9310","-580","-5.86","141605100000"
"458650","성우","KOSDAQ","전기·전자","12000","-900","-6.98","180548040000"
"081580","성우전자","KOSDAQ","전기·전자","2530","-195","-7.16","39235601790"
"045300","성우테크론","KOSDAQ","전기·전자","3030","-150","-4.72","31957446360"
"015750","성우하이텍","KOSDAQ","운송장비·부품","7390","-150","-1.99","591200000000"
"365340","성일하이텍","KOSDAQ","화학","61000","-2300","-3.63","788188015000"
"080470","성창오토텍","KOSDAQ","운송장비·부품","3340","-120","-3.47","24382000000"
"043260","성호전자","KOSDAQ","전기·전자","33400","-3150","-8.62","2368822288200"
"148150","세경하이테크","KOSDAQ","전기·전자","3930","-200","-4.84","139683274740"
"061090","세나테크놀로지","KOSDAQ","전기·전자","48400","6650","15.93","270517280000"
"188260","세니젠","KOSDAQ","기타제조","1987","14","0.71","14362969890"
"053060","세동","KOSDAQ","운송장비·부품","1394","-4","-0.29","24614442086"
"340440","세림B&G","KOSDAQ","화학","1383","-45","-3.15","39247277412"
"017510","세명전기","KOSDAQ","금속","9890","-480","-4.63","150782940000"
"490470","세미파이브","KOSDAQ","일반서비스","38500","-1250","-3.14","1308995765000"
"011560","세보엠이씨","KOSDAQ","건설","22600","-450","-1.95","233910000000"
"396300","세아메카닉스","KOSDAQ","금속","5180","-430","-7.66","137215610000"
"100700","세운메디칼","KOSDAQ","제약","2305","-55","-2.33","100959000000"
"024830","세원물산","KOSDAQ","운송장비·부품","10290","90","0.88","85921500000"
"258830","세종메디칼","KOSDAQ","의료·정밀기기","412","0","0.00","31223976612"
"036630","세종텔레콤","KOSDAQ","건설","11330","-40","-0.35","113300000000"
"039310","세중","KOSDAQ","IT 서비스","1226","-70","-5.40","22217163742"
"067770","세진티에스","KOSDAQ","전기·전자","1966","16","0.82","16507701838"
"053450","세코닉스","KOSDAQ","의료·정밀기기","4640","25","0.54","68638605920"
"252500","세화피앤씨","KOSDAQ","화학","715","-5","-0.69","29662768850"
"321370","센서뷰","KOSDAQ","전기·전자","3115","-255","-7.57","160936182190"
"347000","센코","KOSDAQ","의료·정밀기기","1882","-72","-3.68","71160012172"
"331920","셀레믹스","KOSDAQ","제약","17090","40","0.23","139525289320"
"352770","셀레스트라","KOSDAQ","일반서비스","5250","0","0.00","13610136750"
"471820","셀로맥스사이언스","KOSDAQ","음식료·담배","4730","-25","-0.53","53462617670"
"049180","셀루메드","KOSDAQ","제약","1009","0","0.00","83975227728"
"299660","셀리드","KOSDAQ","일반서비스","3000","-35","-1.15","88508931000"
"108860","셀바스AI","KOSDAQ","IT 서비스","11090","850","8.30","298485021100"
"208370","셀바스헬스케어","KOSDAQ","의료·정밀기기","3505","-70","-1.96","90220676820"
"318160","셀바이오휴먼텍","KOSDAQ","섬유·의류","5830","-110","-1.85","54437700790"
"308430","셀비온","KOSDAQ","제약","21500","-1050","-4.66","277462896500"
